cuenta_id,fecha,transaccion,monto,descripcion
2034,2024-07-04,deposito,890.53,Ingreso extra
2137,2024-12-17,deposito,1974.49,Ingreso mensual
2066,2024/04/23,retiro,-47.38,Retiro cajero
2097,2024-04-19,retiro,-2389.81,
2025,2024-05-24,compra,-584.3,
2065,2024-12-24,compra,-2208.15,Compra en tienda
2073,2024-10-17,deposito,177.54,Transferencia recibida
2115,2024-10-11,retiro,-194.58,Retiro cajero
2022,2024-08-14,compra,-2731.17,Compra online
2046,2024/08/09,retiro,-2039.14,Retiro cajero
2089,2024-03-12,deposito,2915.61,Transferencia recibida
2080,2024-09-19,retiro,-2129.11,Retiro cajero
2056,2024-02-19,deposito,2494.74,
2052,2024-02-13,deposito,579.78,Ingreso extra
2032,2024-12-13,retiro,-2605.55,Retiro parcial
2042,2024-07-11,deposito,1086.74,Ingreso mensual
2038,2024-08-18,retiro,-463.97,Retiro parcial
2145,2024-08-13,deposito,480.24,Deposito en sucursal
2018,2024/06/28,deposito,747.8,Transferencia recibida
2130,2024-04-20,deposito,803.55,Ingreso extra
2109,2024-11-24,retiro,-586.61,Retiro cajero
2016,2024/08/20,deposito,767.06,
2014,2024-05-22,compra,-1056.55,Pago de servicio
2121,2024-10-19,deposito,1345.58,Ingreso extra
2025,2024-08-20,deposito,1492.56,Deposito en sucursal
2022,2024-12-05,retiro,-182.92,Retiro en sucursal
2089,2024-03-27,retiro,-501.19,Retiro cajero
2037,2024/03/24,deposito,398.83,Deposito en sucursal
2022,2024-10-26,deposito,2421.41,Ingreso extra
2034,2024-08-12,compra,-2888.69,Compra en tienda
2085,2024-10-09,deposito,2740.6,
2107,2024-12-07,retiro,-1169.75,Retiro cajero
2016,2024-02-04,retiro,-99.71,Retiro en sucursal
2063,2024/01/05,compra,2260.36,Pago de servicio
2131,2024-03-02,deposito,1317.53,Ingreso mensual
2121,2024-10-03,compra,-601.5,Compra en tienda
2134,2024/06/07,retiro,-2123.62,Retiro parcial
2044,2024-12-20,compra,-1851.08,
2080,2024-11-30,retiro,-1886.16,Retiro parcial
2094,2024-07-12,retiro,-1984.59,Retiro parcial
2053,2024/04/15,deposito,632.92,Ingreso extra
2000,2024-11-19,retiro,584.6,Retiro parcial
2142,2024-02-20,retiro,-1966.25,Retiro cajero
2112,2024-08-15,compra,-2825.45,Compra online
2092,2024-06-03,deposito,1516.21,Ingreso extra
2144,2024/10/02,compra,-2334.26,Pago de servicio
2080,2024-05-22,retiro,-825.9,Retiro en sucursal
2082,2024/05/17,compra,1889.61,Compra en tienda
2142,2024-03-31,deposito,29.95,Ingreso extra
2011,2024/08/29,compra,-2004.42,Compra en tienda
2101,2024/05/15,retiro,-1659.91,Retiro parcial
2128,2024-05-18,compra,-1853.0,Pago de servicio
2120,2024-04-01,deposito,144.96,Deposito en sucursal
2060,2024/06/19,retiro,-1418.39,
2002,2024-11-12,compra,-2288.16,Compra en tienda
2122,2024-01-20,compra,-2798.46,Compra online
2101,2024-09-17,retiro,-1335.19,Retiro parcial
2029,2024-03-20,retiro,-1591.29,Retiro parcial
2091,2024-04-19,deposito,113.34,
2065,2024-10-03,retiro,-650.69,Retiro en sucursal
2093,2024-12-25,retiro,-2776.9,Retiro parcial
2147,2024-07-05,retiro,1207.5,Retiro cajero
2070,2024-07-05,retiro,-531.38,
2025,2024-05-16,compra,-1492.62,Compra en tienda
2006,2024/12/16,compra,-2644.92,Compra en tienda
2102,2024-01-11,deposito,-806.22,Ingreso mensual
2137,2024-07-07,compra,1514.34,Pago de servicio
2057,2024/04/22,deposito,2448.95,
2112,2024-05-07,compra,-248.3,Compra en tienda
2005,2024/09/15,compra,-1602.74,Pago de servicio
2135,2024/06/02,retiro,-2788.39,Retiro en sucursal
2046,2024-02-18,deposito,-1745.22,Ingreso mensual
2131,2024-01-06,deposito,1095.75,Transferencia recibida
2069,2024-07-20,retiro,-1618.52,
2052,2024-04-14,compra,-209.85,Compra online
2035,2024-03-25,compra,1191.93,Pago de servicio
2086,2024-11-26,deposito,874.57,Ingreso mensual
2005,2024/05/03,retiro,-2264.17,Retiro cajero
2109,2024-12-13,retiro,-619.55,Retiro en sucursal
2019,2024-09-11,deposito,-2922.84,Deposito en sucursal
2063,2024-03-04,deposito,1039.61,Ingreso extra
2117,2024/10/25,deposito,2184.25,Ingreso mensual
2125,2024-04-20,deposito,-761.14,Ingreso mensual
2102,2024-06-20,deposito,2209.75,Transferencia recibida
2030,2024-08-01,deposito,906.99,Ingreso extra
2030,2024-02-18,deposito,2166.52,Transferencia recibida
2072,2024-10-19,deposito,1663.6,Ingreso mensual
2027,2024/03/16,deposito,298.86,Deposito en sucursal
2071,2024-07-09,deposito,1950.36,Deposito en sucursal
2064,2024-08-31,retiro,1987.48,Retiro en sucursal
2122,2024-04-22,compra,-810.55,Compra en tienda
2109,2024-08-18,deposito,2966.84,Deposito en sucursal
2101,2024-07-26,retiro,-321.89,Retiro en sucursal
2011,2024-08-05,compra,-1254.3,Pago de servicio
2006,2024-06-13,compra,-816.73,
2147,2024-09-30,deposito,-1622.43,Ingreso mensual
2133,2024-10-16,retiro,-282.72,Retiro parcial
2027,2024/04/03,deposito,795.47,Ingreso extra
2090,2024-09-16,retiro,-2634.68,Retiro parcial
2022,2024-07-04,compra,-1115.86,Pago de servicio
2001,2024/06/20,retiro,-836.2,Retiro parcial
2128,2024-12-16,deposito,1849.72,Transferencia recibida
2031,2024-12-01,deposito,2081.58,Ingreso extra
2042,2024-01-05,deposito,1251.23,Ingreso extra
2024,2024-08-24,compra,-2109.76,Compra online
2008,2024-06-16,retiro,-2004.25,Retiro en sucursal
2055,2024-07-19,deposito,-2020.75,Transferencia recibida
2047,2024-10-13,retiro,-1277.74,Retiro parcial
2106,2024/02/04,deposito,1819.3,Ingreso mensual
2081,2024-08-10,retiro,2708.46,Retiro parcial
2121,2024-02-08,deposito,1531.04,Ingreso mensual
2015,2024-03-28,compra,-1620.64,Compra en tienda
2038,2024-06-07,compra,-388.87,Compra en tienda
2051,2024-04-17,deposito,1557.16,Ingreso extra
2075,2024/09/06,compra,-37.56,Compra online
2011,2024-08-25,retiro,-2377.83,Retiro cajero
2053,2024-07-29,compra,-2968.99,Compra online
2136,2024-02-21,deposito,2066.62,Ingreso extra
2113,2024/04/17,retiro,-2180.23,Retiro parcial
2017,2024-03-31,deposito,2583.87,Deposito en sucursal
2068,2024-11-28,compra,-1904.35,Compra en tienda
2072,2024-07-18,compra,-2422.13,Pago de servicio
2110,2024-08-03,deposito,1016.93,Deposito en sucursal
2001,2024/04/22,compra,-623.87,Pago de servicio
2131,2024-12-09,compra,-1283.75,Compra en tienda
2079,2024/03/19,deposito,591.29,Transferencia recibida
2019,2024-10-30,retiro,-220.46,Retiro cajero
2088,2024/09/14,compra,-2426.33,Pago de servicio
2134,2024-04-06,deposito,613.69,Transferencia recibida
2082,2024-09-02,deposito,186.51,
2062,2024-07-22,compra,-39.13,
2088,2024-07-19,deposito,2922.08,Ingreso mensual
2015,2024-08-31,deposito,-1114.98,Ingreso extra
2036,2024-10-03,compra,-739.19,Pago de servicio
2126,2024-09-04,retiro,-2114.58,
2071,2024-08-10,deposito,2892.77,Transferencia recibida
2054,2024-12-23,deposito,734.29,Transferencia recibida
2061,2024-09-29,deposito,1160.71,Ingreso extra
2103,2024/01/11,retiro,-1242.75,Retiro parcial
2084,2024-05-05,compra,-1657.03,Compra online
2021,2024-04-13,compra,-426.56,Compra online
2036,2024-02-17,deposito,950.51,
2028,2024-01-23,deposito,2853.67,Deposito en sucursal
2021,2024-01-22,deposito,-1467.81,Ingreso mensual
2089,2024-12-29,deposito,788.67,Transferencia recibida
2098,2024/01/06,deposito,2980.75,Ingreso extra
2088,2024/06/07,deposito,1082.81,Ingreso extra
2030,2024-05-15,deposito,2755.97,Deposito en sucursal
2016,2024-04-29,deposito,2181.1,Transferencia recibida
2022,2024-09-25,compra,-2656.0,Compra en tienda
2100,2024-02-26,deposito,2684.41,Ingreso mensual
2111,2024-08-08,retiro,-1657.64,Retiro parcial
2035,2024-12-24,compra,-926.88,
2135,2024/05/17,retiro,-2324.76,Retiro cajero
2068,2024-11-30,compra,-2332.03,Pago de servicio
2076,2024-02-26,retiro,-139.96,Retiro en sucursal
2077,2024-11-18,compra,-703.56,Compra en tienda
2008,2024/02/29,deposito,963.54,Transferencia recibida
2065,2024-04-24,retiro,-2303.69,Retiro en sucursal
2115,2024/05/01,compra,-65.25,Compra online
2077,2024-05-24,retiro,-2287.48,Retiro parcial
2138,2024-12-30,compra,-1614.37,Compra en tienda
2145,2024-04-17,compra,-1003.48,Compra online
2021,2024-03-12,compra,-1721.5,Compra en tienda
2149,2024-04-09,compra,-2293.3,Pago de servicio
2024,2024/02/12,deposito,763.82,Deposito en sucursal
2004,2024/05/22,compra,-1295.77,Compra en tienda
2119,2024-06-23,compra,-262.89,Compra en tienda
2037,2024-12-12,deposito,1772.95,Ingreso extra
2039,2024-01-12,retiro,557.91,Retiro en sucursal
2046,2024-04-09,compra,-395.43,Compra online
2073,2024-05-21,retiro,-1571.37,Retiro parcial
2028,2024-11-25,deposito,2398.48,Ingreso extra
2052,2024-12-03,deposito,1032.67,Ingreso extra
2034,2024-08-07,deposito,1239.74,Transferencia recibida
2035,2024/06/03,deposito,1621.55,Deposito en sucursal
2110,2024-08-01,deposito,-1845.05,Ingreso extra
2038,2024-01-28,retiro,-1574.83,Retiro en sucursal
2054,2024-12-24,retiro,-2381.19,Retiro parcial
2139,2024-07-14,compra,-2181.69,Pago de servicio
2012,2024/10/21,deposito,793.42,Deposito en sucursal
2060,2024-03-30,deposito,1401.68,Ingreso extra
2093,2024/11/28,deposito,2798.84,Ingreso mensual
2022,2024-02-27,deposito,1282.87,Transferencia recibida
2007,2024-09-05,deposito,2492.09,Transferencia recibida
2102,2024-05-28,retiro,-1585.3,Retiro parcial
2092,2024-01-02,retiro,-2831.1,Retiro en sucursal
2004,2024/04/27,retiro,-2573.78,Retiro parcial
2145,2024-08-13,retiro,-389.69,Retiro cajero
2032,2024/08/04,deposito,514.99,Ingreso extra
2053,2024-11-04,compra,576.34,Compra online
2035,2024-09-27,deposito,457.65,Deposito en sucursal
2025,2024-11-01,retiro,303.93,Retiro cajero
2033,2024-12-30,deposito,1262.25,Transferencia recibida
2026,2024-03-06,deposito,2920.65,Transferencia recibida
2098,2024-10-11,deposito,-1491.58,Transferencia recibida
2061,2024-05-13,retiro,-2833.91,Retiro parcial
2122,2024-04-11,deposito,284.36,
2034,2024-07-31,deposito,2001.69,Ingreso extra
2112,2024-11-04,deposito,747.85,Ingreso extra
2110,2024-12-23,deposito,1756.66,Transferencia recibida
2079,2024-10-13,compra,-2686.84,Pago de servicio
2092,2024-03-16,compra,-962.9,Pago de servicio
2130,2024-01-01,deposito,-2689.94,Ingreso extra
2114,2024/06/05,deposito,2293.73,Transferencia recibida
2100,2024-05-31,deposito,1071.97,Deposito en sucursal
2037,2024-10-28,deposito,2811.73,Transferencia recibida
2134,2024-09-07,deposito,1103.57,Ingreso extra
2141,2024/07/25,deposito,2559.83,Ingreso extra
2142,2024-07-24,compra,-1069.03,Pago de servicio
2055,2024-05-22,deposito,-528.36,Ingreso mensual
2038,2024-07-12,compra,-2165.7,Compra en tienda
2001,2024-12-16,deposito,429.24,Deposito en sucursal
2003,2024-03-31,compra,-106.61,Compra en tienda
2148,2024-08-09,deposito,301.81,Transferencia recibida
2105,2024-08-24,retiro,-2627.23,Retiro parcial
2001,2024-03-28,retiro,-210.59,Retiro parcial
2050,2024/10/25,deposito,1546.54,Ingreso extra
2129,2024-07-25,retiro,-1692.11,
2069,2024-10-30,retiro,-1462.89,Retiro cajero
2003,2024/04/26,deposito,2218.49,Ingreso extra
2075,2024-10-03,retiro,-2576.26,Retiro cajero
2117,2024-04-24,compra,-2993.48,Pago de servicio
2091,2024-12-30,deposito,1270.77,Transferencia recibida
2078,2024-10-28,compra,-1127.35,Compra en tienda
2058,2024-05-22,deposito,-2365.17,Ingreso extra
2098,2024-02-18,deposito,1256.94,Transferencia recibida
2109,2024-07-03,compra,-1713.52,Compra online
2032,2024-08-18,retiro,-619.99,
2126,2024-12-01,deposito,1142.21,Deposito en sucursal
2057,2024/04/19,deposito,-983.64,
2110,2024-09-21,deposito,371.42,
2141,2024-04-16,deposito,1598.18,Transferencia recibida
2078,2024/11/06,retiro,-570.82,Retiro cajero
2080,2024-04-17,compra,-24.17,Pago de servicio
2047,2024-10-23,deposito,1020.27,Transferencia recibida
2075,2024-01-27,retiro,-1149.7,Retiro parcial
2115,2024-11-18,deposito,2616.29,Deposito en sucursal
2012,2024-06-03,retiro,-2099.94,Retiro en sucursal
2033,2024-03-21,deposito,320.69,Ingreso extra
2109,2024-10-13,deposito,2408.76,Ingreso extra
2103,2024-08-20,deposito,2381.73,Ingreso mensual
2135,2024-07-23,retiro,-745.89,Retiro en sucursal
2140,2024-12-29,deposito,209.89,Ingreso extra
2015,2024-03-04,compra,-1568.79,Compra online
2089,2024-02-08,retiro,-1709.36,Retiro parcial
2027,2024-05-19,retiro,-1996.15,Retiro parcial
2092,2024-12-06,deposito,2818.13,
2019,2024-02-09,deposito,919.5,Ingreso extra
2095,2024-11-19,retiro,-113.72,Retiro cajero
2016,2024/03/27,compra,-2926.12,Pago de servicio
2096,2024-08-16,retiro,-2246.3,Retiro en sucursal
2013,2024-02-29,compra,-2771.76,Compra online
2125,2024-09-13,retiro,-1465.0,
2011,2024/05/05,retiro,-2298.86,Retiro parcial
2107,2024-01-15,deposito,377.98,
2135,2024-09-21,compra,-575.55,Pago de servicio
2098,2024/07/25,deposito,1609.73,Transferencia recibida
2048,2024-05-14,deposito,82.56,Ingreso extra
2085,2024/02/26,compra,-1061.06,Compra en tienda
2092,2024-08-07,deposito,1667.21,Ingreso extra
2056,2024/01/03,deposito,1144.64,Deposito en sucursal
2087,2024-04-18,deposito,2274.43,Deposito en sucursal
2005,2024-10-19,retiro,-92.75,Retiro parcial
2076,2024-07-10,retiro,-1296.46,Retiro cajero
2096,2024-04-12,deposito,1134.4,Ingreso mensual
2002,2024-04-16,retiro,-597.28,Retiro en sucursal
2064,2024-11-06,deposito,2222.83,Transferencia recibida
2089,2024/08/08,retiro,-2144.03,Retiro parcial
2011,2024-08-15,deposito,1258.52,Deposito en sucursal
2091,2024-08-07,deposito,2264.46,Transferencia recibida
2008,2024-05-26,retiro,-542.57,Retiro en sucursal
2145,2024-07-15,deposito,699.2,Transferencia recibida
2068,2024-08-06,deposito,-521.3,Transferencia recibida
2074,2024-08-05,compra,-2798.68,Compra online
2070,2024-01-23,deposito,580.46,Deposito en sucursal
2108,2024-12-13,deposito,2284.53,Deposito en sucursal
2021,2024-05-05,deposito,945.41,Ingreso extra
2138,2024-07-15,retiro,-54.53,Retiro en sucursal
2004,2024-04-09,deposito,2927.16,
2136,2024-01-28,compra,-941.64,Compra online
2102,2024/08/22,deposito,1070.83,Ingreso extra
2043,2024-10-16,deposito,1816.86,Deposito en sucursal
2044,2024-03-03,deposito,1410.43,Ingreso mensual
2119,2024-10-29,compra,-341.16,Compra en tienda
2115,2024-10-20,retiro,-2311.66,Retiro cajero
2034,2024-11-27,deposito,2461.1,Deposito en sucursal
2057,2024-10-18,compra,-2877.92,Pago de servicio
2062,2024/12/26,deposito,1469.68,Ingreso mensual
2079,2024-12-16,deposito,-1550.19,Ingreso extra
2038,2024-05-22,compra,-2600.54,Pago de servicio
2080,2024-12-02,deposito,2338.99,Ingreso mensual
2055,2024-04-09,retiro,-52.0,Retiro parcial
2032,2024-10-10,retiro,-130.31,Retiro en sucursal
2036,2024-06-02,deposito,2358.67,Deposito en sucursal
2127,2024-11-29,deposito,1394.89,Ingreso mensual
2077,2024-08-30,deposito,2433.66,Deposito en sucursal
2132,2024/03/08,retiro,-2505.51,Retiro cajero
2062,2024-12-22,deposito,1262.19,Ingreso extra
2054,2024-08-23,compra,136.47,Pago de servicio
2149,2024-03-12,deposito,-2305.8,Deposito en sucursal
2121,2024/03/13,retiro,-1665.45,
2119,2024-04-11,retiro,2631.69,Retiro parcial
2134,2024-08-10,compra,-2436.51,Compra en tienda
2012,2024-10-16,retiro,-788.58,Retiro en sucursal
2131,2024-01-23,retiro,-2118.71,Retiro parcial
2132,2024-10-06,retiro,133.82,Retiro en sucursal
2024,2024/04/24,compra,-88.45,Pago de servicio
2003,2024-10-26,deposito,2673.66,Ingreso extra
2117,2024/11/14,compra,-1117.54,Compra en tienda
2050,2024-04-13,deposito,718.47,Ingreso extra
2091,2024-01-06,retiro,-2683.46,Retiro en sucursal
2095,2024-11-20,compra,-2429.48,Compra en tienda
2044,2024-05-22,deposito,1606.58,Ingreso extra
2111,2024-12-15,compra,-73.92,Compra online
2130,2024-06-03,retiro,-369.54,Retiro cajero
2094,2024-05-03,compra,-1186.26,Compra online
2098,2024-05-20,retiro,-389.8,Retiro cajero
2056,2024/02/16,deposito,-103.27,Deposito en sucursal
2042,2024-04-17,compra,-2873.1,Pago de servicio
2143,2024-07-07,deposito,733.16,Deposito en sucursal
2015,2024/01/21,retiro,-1491.26,Retiro cajero
2096,2024-02-17,deposito,1663.46,Ingreso extra
2149,2024-07-20,deposito,36.9,Ingreso mensual
2098,2024-01-11,deposito,1938.13,Ingreso mensual
2051,2024-07-26,deposito,-2278.26,Deposito en sucursal
2100,2024-12-17,deposito,2612.1,Deposito en sucursal
2026,2024/10/13,compra,-554.53,Compra online
2026,2024/03/08,compra,-2136.56,Compra online
2140,2024-06-17,retiro,-1437.3,Retiro cajero
2071,2024-03-14,compra,-230.26,Pago de servicio
2124,2024-03-21,deposito,1198.67,Transferencia recibida
2133,2024-03-27,compra,-1768.81,
2056,2024-01-18,deposito,1606.25,Ingreso mensual
2013,2024-09-22,deposito,2340.85,Deposito en sucursal
2128,2024/02/28,deposito,1284.06,Ingreso extra
2023,2024-08-04,deposito,2464.32,Transferencia recibida
2081,2024-03-31,compra,-1481.74,Pago de servicio
2019,2024-10-20,deposito,693.14,Ingreso mensual
2048,2024-11-15,compra,2637.6,Compra en tienda
2076,2024-08-12,deposito,1074.14,Transferencia recibida
2063,2024-01-02,compra,-2100.96,
2092,2024-07-29,retiro,-2487.99,Retiro cajero
2047,2024-02-05,deposito,2010.22,Ingreso extra
2059,2024-02-03,retiro,-228.56,Retiro en sucursal
2108,2024-09-04,compra,-1425.82,Pago de servicio
2010,2024-04-09,retiro,-681.99,Retiro cajero
2017,2024-07-18,deposito,345.96,Ingreso extra
2010,2024-07-08,compra,-56.33,Compra online
2065,2024-10-19,compra,2155.66,Compra online
2100,2024-07-16,deposito,331.51,Transferencia recibida
2103,2024/11/23,compra,-836.29,Pago de servicio
2048,2024-01-04,deposito,-239.72,Ingreso mensual
2042,2024-11-28,retiro,-1625.17,Retiro en sucursal
2084,2024/05/22,retiro,-982.7,Retiro cajero
2120,2024-11-28,deposito,974.9,Transferencia recibida
2116,2024-07-09,deposito,-2049.43,Ingreso extra
2067,2024-06-02,retiro,-1984.57,Retiro parcial
2111,2024/04/26,compra,-184.96,Compra en tienda
2134,2024-05-06,retiro,-2049.05,Retiro parcial
2008,2024-03-08,deposito,933.36,Deposito en sucursal
2081,2024-04-14,deposito,2427.04,Deposito en sucursal
2101,2024-08-04,retiro,-584.56,Retiro cajero
2122,2024-10-12,deposito,-2135.77,Transferencia recibida
2082,2024-04-26,deposito,459.18,Deposito en sucursal
2123,2024-12-08,compra,-2394.3,Compra online
2056,2024-11-24,compra,-1986.92,Pago de servicio
2028,2024/12/14,deposito,1133.2,Ingreso mensual
2041,2024/01/01,compra,-2767.0,Compra online
2013,2024-04-23,deposito,2389.42,Ingreso mensual
2018,2024-08-04,retiro,-2706.2,Retiro en sucursal
2047,2024-06-24,deposito,2911.41,
2146,2024-09-03,compra,2693.46,Compra en tienda
2076,2024-12-07,deposito,1448.3,Transferencia recibida
2087,2024-07-04,deposito,-2542.9,Transferencia recibida
2104,2024/10/23,deposito,2307.63,Ingreso extra
2036,2024/05/06,retiro,-1559.03,Retiro cajero
2136,2024-04-14,deposito,2177.92,
2034,2024-01-04,deposito,2431.25,Deposito en sucursal
2125,2024-06-08,retiro,-1286.96,Retiro cajero
2095,2024-01-12,deposito,2287.66,Transferencia recibida
